tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1905016029488832534',RT @DimaZeniuk: Overcoming bureaucracy will lead to prosperity https://t.co/5ODdwjVYsP,en,Retweet,142,8470,990,392,702955,2025-03-26 17:56:29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,video,https://video.twimg.com/ext_tw_video/1905015988556349440/pu/vid/avc1/720x724/uAP2FEATCDKXPpBr.mp4?tag=12
'1905080973034742006',!!,qst,Tweet,839,22374,5424,1184,2799088,2025-03-26 22:14:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905079743663239197',RT @EndWokeness: 13 troops were kiIIed in Afghanistan and not a single Biden official was fired https://t.co/tiwrJu6Lga,en,Retweet,302,12292,2461,545,692111,2025-03-26 22:09:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1905079687405072384/vid/avc1/1280x720/4M2ljUz-eZl3M_7J.mp4?tag=16
'1905080628967616767',@EndWokeness True,en,Reply,14,1878,114,92,82520,2025-03-26 22:13:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904637158255714479',"RT @DimaZeniuk: “Elon Musk is going to be able to do in government what he did in Tesla and SpaceX.”

— Walter Isaacson https://t.co/OhNStV5QkE",en,Retweet,136,6835,749,420,647445,2025-03-25 16:50:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/Gm6hZthX0AAwe-N.jpg
'1905079238287340002',@cb_doge Yup,und,Reply,13,919,80,99,27511,2025-03-26 22:07:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905078932925280705',What a coincidence 🤨,en,Tweet,877,40257,7198,2226,4732652,2025-03-26 22:06:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905076390803755515',"RT @TeamSchimel: Barnstorming every corner of the state and momentum is strong! 

WE MUST SAVE WISCONSIN! https://t.co/YxqKyrP5SQ",en,Retweet,65,7780,1838,255,702603,2025-03-26 21:56:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GnAw1y-XIAArqK5.jpg,https://pbs.twimg.com/media/GnAw1yiWkAAkjzv.jpg,https://pbs.twimg.com/media/GnAw10DWcAAyZQo.jpg,https://pbs.twimg.com/media/GnAw1xsXoAAsl01.jpg"
'1905078138842816628',@LibertyCappy 😂,qme,Reply,9,656,35,69,17426,2025-03-26 22:03:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905076057197142485',"RT @cb_doge: BREAKING: Elon Musk's America PAC is giving away a chance to win $1 million for signing their petition in opposition to activist judges in Wisconsin!

The first winner was announced today, and the next winner will be announced in 2 days. https://t.co/dYry1TLQKq",en,Retweet,111,6277,1491,493,645747,2025-03-26 21:55:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1905075904620965888/pu/vid/avc1/1280x720/WraSWbrz3-i6M5P2.mp4?tag=12
'1905076240479895932',@SawyerMerritt Important to note that Tesla is NOT unscathed here. The tariff impact on Tesla is still significant.,en,Reply,103,1842,191,239,127773,2025-03-26 21:55:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905075732579000546',@nayibbukele 🔥,qme,Reply,16,1682,84,97,54708,2025-03-26 21:53:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904991729679307112',"RT @ScottPresler: Wisconsin, 

I’m asking you to please vote early:

✅Brad Schimel
✅Brittany Kinser
✅YES to Voter ID

You can find you early voting location here ⬇️

https://t.co/DutkT4DLnA https://t.co/ngIPQiiDGZ",en,Retweet,134,18284,7858,407,876424,2025-03-26 16:19:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://myvote.wi.gov/en-us/Vote-Absentee-In-Person,photo,https://pbs.twimg.com/media/Gm_j4E_XYAARo0J.jpg
'1905075523308388649',@SawyerMerritt @Tesla It will be cool,en,Reply,18,1042,63,89,38141,2025-03-26 21:52:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905074849988378762',It’s a super big deal!,en,Tweet,475,40623,11775,1411,3198476,2025-03-26 21:50:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905067621445497050',These are examples of medical fraud that the @DOGE⁩ team will fix https://t.co/4D6EzUe5mw,en,Tweet,461,14703,2734,1716,1262248,2025-03-26 21:21:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.wsj.com/health/healthcare/medicaid-double-payments-insurers-states-1c091b41?st=Y29AHY,,
'1905050496928543172',@SenTomCotton @SpaceX 🚀,qme,Reply,17,1108,107,192,31083,2025-03-26 20:13:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905035679027110167',RT @SpaceX: Deployment of 27 @Starlink satellites confirmed,en,Retweet,95,10463,1093,803,1188969,2025-03-26 19:14:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1905035105267077382',RT @BasedMikeLee: President Boasberg strikes again,en,Retweet,77,6242,1043,556,1531401,2025-03-26 19:12:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905021290999652745',RT @FoxNews: WATCH LIVE: SpaceX launches 27 Starlink satellites on Falcon 9 rocket https://t.co/wMhObsOyJg,en,Retweet,120,6434,1011,584,992984,2025-03-26 18:17:24,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,https://x.com/i/broadcasts/1MnxnwOvDEyKO,,
'1905022774696943796',"RT @cb_doge: ELON MUSK: ""Almost all the media is left shifted. If you talk to somebody who gets all their information from legacy media, they are living in a different world than if they are listening to your podcast or getting news from 𝕏. They are living in an alternate reality."" https://t.co/f2iyLUTA19",en,Retweet,670,15414,3313,1520,1177504,2025-03-26 18:23:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1905022704563949568/vid/avc1/720x720/-bu6IgDAVelz2mFp.mp4?tag=16
'1904977614994887110',"RT @RapidResponse47: .@SecScottBessent responds to @SenSchumer's ridiculous claim that the Trump administration is seeking to 'kill' Social Security: 

""Senator Schumer seems a little discombobulated these days."" https://t.co/H2gGVIaaUE",en,Retweet,295,14055,2991,539,983984,2025-03-26 15:23:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1904976343747420160/pu/vid/avc1/1280x720/JnkPAyA9T03bjLFN.mp4?tag=12
'1905022623056351626',RT @TheRabbitHole84: NPR’s bias has shifted leftwards in recent years https://t.co/ZLUXydZePS,en,Retweet,104,4257,793,692,983043,2025-03-26 18:22:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gm__-qQbMAAR3uu.jpg
'1905025427384807617',Theme of the day https://t.co/2ioG0StAxL,en,Tweet,7510,273165,20515,10905,27823256,2025-03-26 18:33:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GnACh8MakAALUZl.jpg
'1905024344042176654',@Nature Cool,en,Reply,19,858,49,90,26972,2025-03-26 18:29:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904947790960111811',"RT @libsoftiktok: HOLY SHLIT

Is this Jasmine Crockett doing a Nazi salute??? I’m sure the media will be all over this! https://t.co/2nTG9w4xiC",en,Retweet,1515,57044,10643,2537,2247959,2025-03-26 13:25:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gm-760bXcAAyyy2.jpg
'1905009865367445857',"RT @SecRollins: Look what Biden’s team was spending YOUR hard earned money on — unbelievable!🤦🏻‍♀️🍅👀

There will be no more American taxpayer dollars spent on DEI initiatives or #WOKESEEDS at the @USDA. https://t.co/Jzgzx9wA2n",en,Retweet,444,12800,2910,846,1038185,2025-03-26 17:31:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#WOKESEEDS,,video,https://video.twimg.com/amplify_video/1905009151765307392/vid/avc1/720x1280/KbD13F_KXrufT4p1.mp4?tag=16
'1905023448730255774',Just common sense,en,Tweet,303,27026,3991,1447,9935955,2025-03-26 18:25:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904983746367152555',RT @ScottWalker: Took another day off to travel the state with Brad Schimel. There is too much at stake not to go all out! https://t.co/8a26PW8mdP,en,Retweet,66,10960,2559,268,844687,2025-03-26 15:48:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gm_cnnsWEAAXgbP.jpg
'1905021779745362123',@Sadie_NC People who only read legacy news are living in a fake reality,en,Reply,19,1299,213,175,22787,2025-03-26 18:19:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905021584064356526',@DefiantLs We got a ringer here! @IfindRetards,en,Reply,132,31572,1692,452,391337,2025-03-26 18:18:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905013971800994268',!!,qst,Tweet,1951,88180,22167,6564,12094105,2025-03-26 17:48:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905013740988489871',Confirm Ed Martin!,en,Tweet,288,27883,6278,965,14577422,2025-03-26 17:47:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905013132302725604',@stillgray 😂,qme,Reply,21,917,57,137,48449,2025-03-26 17:44:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904985141879132333',"RT @RapidResponse47: .@POTUS: ""For four long years, we had an administration that tried to abolish the very concept of womanhood and replace it with radical gender ideology... Under the Trump administration, we're ending the Marxist war on women."" https://t.co/vLcAYTzbcZ",en,Retweet,361,16830,3235,543,939929,2025-03-26 15:53:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1904984485306814464/pu/vid/avc1/1280x720/6v198ggslAIq4K9H.mp4?tag=12
'1905013015206048028',High bandwidth anywhere on Earth!,en,Tweet,735,29275,4471,2619,5925608,2025-03-26 17:44:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1905012922553950704',More of your tax dollars saved,en,Tweet,483,44571,6718,2957,13691626,2025-03-26 17:44:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904992785364836736',"RT @cb_doge: 🚨 DOGE BREAKING: US Department of Labor canceled $577 million in grants for $237 million in savings, including:

- $10M for ""gender equity in the Mexican workplace""
- $12.2M for ""worker empowerment in South America""
- $6.25M for ""improving respect for Worker's rights in agricultural supply chains"" in Honduras, Guatemala, and El Salvador
- $5M for ""elevating women's participation in the workplace"" in West Africa
- $4.3M for ""assisting foreign migrant workers"" in Malaysia
- $3M to ""enhance social security access and worker protections for internal migrant workers"" in Bangladesh
- $3M for ""safe and inclusive work environments"" in Lesotho",en,Retweet,286,11082,2579,652,816670,2025-03-26 16:24:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gm_k1xlXYAAOXNB.jpg
'1904974766735573007',💯,art,Tweet,995,94337,17500,4806,8824808,2025-03-26 15:12:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904974601777823793',Democratic Party popularity plummets,en,Tweet,667,63775,8965,3521,31524344,2025-03-26 15:11:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904972878501827035',🤯,art,Tweet,6399,288624,38502,9362,46530203,2025-03-26 15:05:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904972812227633519',NPR is extremely biased to the far left,en,Tweet,1130,49066,9335,2864,8320821,2025-03-26 15:04:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904961244920262885',Important,en,Tweet,487,69806,18722,2053,24395368,2025-03-26 14:18:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904960094644977764',"RT @charliekirk11: 100% of NPR's 87 editorial board members are registered Democrats with zero Republicans, and your tax dollars are funding it. https://t.co/d7ebTNXPSb",en,Retweet,731,24458,4955,1526,1170569,2025-03-26 14:14:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1904925840787300354/vid/avc1/1280x720/WBVgdr7uz8EWMjXB.mp4?tag=16
'1904956930558455970',@MostlyPeacefull 😂,qme,Reply,15,1331,65,124,35834,2025-03-26 14:01:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904956798190444612',It’s a taxpayer-funded arm of the DNC,en,Tweet,4000,140337,31148,9038,24501825,2025-03-26 14:01:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904952000649007561',@GuntherEagleman True,en,Reply,17,1523,114,134,46331,2025-03-26 13:42:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904951229677240679',@SawyerMerritt Cool,en,Reply,9,975,64,71,44756,2025-03-26 13:39:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904951112823980268',@dhaval_shroff 😂,qme,Reply,6,541,31,58,25535,2025-03-26 13:38:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904940118575927448',@StevenCheung47 💯,qme,Reply,7,754,57,74,34620,2025-03-26 12:54:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904939101679476754',@IngrahamAngle 🔥🔥,qme,Reply,16,1190,111,83,51784,2025-03-26 12:50:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904938324982423599',@KanekoaTheGreat @CIADirector Well said by @CIADirector,en,Reply,22,1696,150,85,52389,2025-03-26 12:47:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904934041595634162',America is being strangled with overregulation,en,Tweet,1401,83166,12240,5116,31579320,2025-03-26 12:30:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904932756163084676',https://t.co/ZNqt4jmnX9,zxx,Tweet,3170,40634,5609,3064,20602795,2025-03-26 12:25:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1904925699007537154/vid/avc1/1606x1080/oRGnh0XtWZr3g-jZ.mp4?tag=16
'1904931435548729382',"RT @teslaownersSV: Grok has replaced Google Search for me. 

Just Grok it.",en,Retweet,97,8852,1281,947,1072610,2025-03-26 12:20:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904932360015294619',@SteveWitkoff @WSJ 🇺🇸🇺🇸,qme,Reply,10,959,60,61,32521,2025-03-26 12:24:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904930807564951681',@IngrahamAngle Hypocrisy,en,Reply,17,1488,168,130,50947,2025-03-26 12:17:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904930614706659676',@stillgray 💯,qme,Reply,16,1115,66,89,45410,2025-03-26 12:17:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904926214533632128',@RapidResponse47 @TheAtlantic Interesting,en,Reply,35,1759,159,153,56781,2025-03-26 11:59:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904889922466492794',"RT @RapidResponse47: Houthi terrorists have attacked U.S. Navy warships *174 times* and commercial vessels *145 times* since 2023.

Democrats and the media will do ANYTHING to distract from @POTUS's highly successful attack on the terrorists who targeted our troops and disrupted int'l commerce. 🧵",en,Retweet,289,10738,2495,1015,1260168,2025-03-26 09:35:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1904922423608435042',@Alwaleed_Talal @grok @grok,qam,Reply,42,820,86,180,136359,2025-03-26 11:44:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904856016690327712',"RT @MarioNawfal: WALTER ISAACSON: ELON WILL BE ABLE TO DO IN GOVERNMENT WHAT HE DID WITH TESLA AND SPACEX

“He pretty much owns SpaceX.

If he wants to say, let's get rid of that heat shield around the Raptor engine, and they say, you're nuts, and he does it, and it works, that's fine.

It's his company, he can take risks.

[With DOGE] he's going to meet resistance because he doesn't own the federal government.

But I predict – he does not stop, he's intense – and I think both with the support Trump has given him and the power he has of both his personality and social media, he is going to be able to do in government what he did in Tesla and SpaceX.”

Source: Fox News, January 22, 2025, @WalterIsaacson",en,Retweet,620,13118,2605,1438,1611962,2025-03-26 07:20:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1904855881705033729/pu/vid/avc1/1280x720/kf5QYTdmYBid0qVr.mp4?tag=12
'1904854311525327350',"RT @Tesla_AI: You drive with eyes and a brain, not a suite of sensors

Our cars do the same",en,Retweet,480,18257,2022,1787,6501945,2025-03-26 07:13:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904594662205382898',RT @DogecoinNorway: Grok it 🔥 https://t.co/P7t9uzXlMI,en,Retweet,121,7098,1284,643,1374210,2025-03-25 14:02:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1904594628139237376/vid/avc1/832x640/xqaClTLTeF8LUiPx.mp4?tag=16
'1904847477859377554',@tunguz 😂,qme,Reply,13,851,50,142,156021,2025-03-26 06:46:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904845875152662996',RT @dogeofficialceo: Just Grok it https://t.co/ysZcz9ouqo,en,Retweet,435,14373,1882,925,1518639,2025-03-26 06:40:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gm9fOcSW0AAKkQr.jpg
'1904847158261809247',@LibertyCappy True,en,Reply,12,1042,73,108,51705,2025-03-26 06:45:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904842515473444975',@waitbutwhy @Liv_Boeree Old school AC,en,Reply,28,1014,68,110,60034,2025-03-26 06:27:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904840863622066629',RT @grok: grok now available directly on @telegram,en,Retweet,1287,24355,2925,3122,4061176,2025-03-26 06:20:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904840429851598924',Exactly,en,Tweet,1214,99529,19283,3558,17521515,2025-03-26 06:18:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904839125041373549',Turns out @FT can’t do finance,en,Tweet,2451,118481,20927,4792,16772012,2025-03-26 06:13:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904838154189668655',"RT @MarioNawfal: 🚨🇩🇪AFD SURGES TO ALL-TIME HIGH IN POLLS AFTER MERZ'S DEBT U-TURN

Germany’s AfD party has hit a record 23.5% in polling, just 3.5 points behind Friedrich Merz’s CDU, amid outrage over massive post-election debt plans.

Merz pledged no new borrowing before the vote - then announced half a trillion euros in spending, sparking backlash from voters and conservative media.

The AfD called it “the biggest deception in post-war history” as 75% of Germans say they feel betrayed.

Merz now faces a coalition with the defeated Social Democrats while ruling out any deal with the surging AfD.

Source: Telegraph",en,Retweet,317,8836,1793,575,1872903,2025-03-26 06:09:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/Gm9YMVlW8AINRfb.jpg
'1904838704838905908',Grok now on @Telegram,en,Tweet,1242,33124,5607,2628,8041547,2025-03-26 06:11:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904835262582317250',@WilliamShatner 🫡,qme,Reply,18,1145,58,94,42165,2025-03-26 05:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904834166778454328',This is a test,en,Tweet,5146,228191,14585,43171,55510294,2025-03-26 05:53:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1904833823789244523',@SawyerMerritt !,qam,Reply,24,3826,106,190,113102,2025-03-26 05:52:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
